event,eventLabel,category,property,propertyLabel,value,sitelinks,dateCreated,dateModified,entityType
http://www.wikidata.org/entity/Q60527892,2018 Big Ten Conference Men's Soccer Tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,9,1,,2024-05-17T11:13:46Z,Sports Event
http://www.wikidata.org/entity/Q60527916,2018 Southland Conference Women's Soccer Tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,8,1,,2024-05-17T11:19:02Z,Sports Event
http://www.wikidata.org/entity/Q60527868,2014 American Athletic Conference Men's Soccer Tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,8,1,,2024-05-17T10:38:42Z,Sports Event
http://www.wikidata.org/entity/Q60527890,2018 Big South Conference Women's Soccer Tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,8,1,,2024-05-17T11:13:42Z,Sports Event
http://www.wikidata.org/entity/Q54850430,Americas Rugby Challenge,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,4,3,,2021-01-25T09:00:49Z,Sports Event
http://www.wikidata.org/entity/Q4584034,1987 World Championships in Athletics – women's heptathlon,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,25,6,,2023-09-14T20:40:20Z,Sports Event
http://www.wikidata.org/entity/Q3133342,2007 World Championships in Athletics – women's heptathlon,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,39,7,,2023-10-22T22:57:26Z,Sports Event
http://www.wikidata.org/entity/Q4599965,2002 European Athletics Championships – women's hammer throw,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,44,2,,2024-10-08T16:31:14Z,Sports Event
http://www.wikidata.org/entity/Q4600000,2002 European Athletics Indoor Championships – women's pentathlon,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,13,1,,2023-09-14T20:47:44Z,Sports Event
http://www.wikidata.org/entity/Q3650444,football at the 2007 Pan American Games – men's tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,12,6,,2022-03-12T12:25:10Z,Sports Event
http://www.wikidata.org/entity/Q4615796,2009–10 HRV Cup,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,6,3,,2024-05-24T09:56:44Z,Sports Event
http://www.wikidata.org/entity/Q4556107,1885 speed skating race at Frognerkilen,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,2,2,,2024-01-27T12:49:38Z,Sports Event
http://www.wikidata.org/entity/Q4584037,1987 World Championships in Athletics – women's javelin throw,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,31,7,,2023-09-14T20:43:31Z,Sports Event
http://www.wikidata.org/entity/Q3650371,football at the 1989 Island Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,5,5,,2024-07-29T02:12:54Z,Sports Event
http://www.wikidata.org/entity/Q4310308,wrestling at the 2011 Pan American Games – men's freestyle 74 kg,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,8,2,,2023-11-20T09:51:56Z,Sports Event
http://www.wikidata.org/entity/Q3512019,football at the 1995 Island Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,8,6,,2024-07-29T01:49:29Z,Sports Event
http://www.wikidata.org/entity/Q4597366,2000 European Athletics Indoor Championships – women's pentathlon,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,15,1,,2023-09-14T20:47:44Z,Sports Event
http://www.wikidata.org/entity/Q3991752,archery at the 2011 Pan American Games – men's individual,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,32,5,,2023-11-20T09:51:53Z,Sports Event
http://www.wikidata.org/entity/Q3562883,volleyball at the 2007 Pan American Games – women's tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,8,4,,2024-07-10T09:03:13Z,Sports Event
http://www.wikidata.org/entity/Q4602038,2003 World Championships in Athletics – women's heptathlon,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,22,5,,2023-09-14T20:40:58Z,Sports Event
http://www.wikidata.org/entity/Q4597346,2000 European Athletics Indoor Championships – men's heptathlon,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,15,2,,2023-09-14T20:40:14Z,Sports Event
http://www.wikidata.org/entity/Q4509142,Q4509142,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,7,1,,2021-03-26T14:46:12Z,Sports Event
http://www.wikidata.org/entity/Q3650378,women's football at the 2009 Island Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,10,4,,2023-11-10T05:15:52Z,Sports Event
http://www.wikidata.org/entity/Q4608381,2007 European Athletics Indoor Championships – men's heptathlon,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,15,2,,2023-09-14T20:40:15Z,Sports Event
http://www.wikidata.org/entity/Q4581333,1983 World Championships in Athletics – women's javelin throw,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,22,7,,2024-01-26T06:03:26Z,Sports Event
http://www.wikidata.org/entity/Q4587204,1991 World Championships in Athletics – women's heptathlon,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,28,4,,2023-09-14T20:40:21Z,Sports Event
http://www.wikidata.org/entity/Q4267731,wrestling at the 2011 Pan American Games – men's freestyle 84 kg,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,8,2,,2023-11-20T09:51:56Z,Sports Event
http://www.wikidata.org/entity/Q3892467,volleyball at the 1979 Mediterranean Games – women's tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,6,2,,2024-07-16T14:02:00Z,Sports Event
http://www.wikidata.org/entity/Q3892607,volleyball at the 1997 Mediterranean Games – men's tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,4,1,,2024-07-16T15:33:20Z,Sports Event
http://www.wikidata.org/entity/Q4613730,2009 European Athletics Indoor Championships – women's pentathlon,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,15,2,,2023-09-14T20:47:46Z,Sports Event
http://www.wikidata.org/entity/Q3637160,beach volleyball at the 2011 Pan American Games – men's tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,32,3,,2023-11-20T09:50:49Z,Sports Event
http://www.wikidata.org/entity/Q4608397,2007 European Athletics Indoor Championships – women's pentathlon,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,15,3,,2023-09-14T20:47:45Z,Sports Event
http://www.wikidata.org/entity/Q4619488,2010–11 HRV Cup,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,6,2,,2024-05-24T10:03:06Z,Sports Event
http://www.wikidata.org/entity/Q3892533,volleyball at the 1998 Asian Games – women's volleyball,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,6,2,,2024-08-19T19:06:38Z,Sports Event
http://www.wikidata.org/entity/Q3892609,volleyball at the 1993 Mediterranean Games – men's tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,8,1,,2024-07-16T15:33:31Z,Sports Event
http://www.wikidata.org/entity/Q4592937,1997 World Championships in Athletics – women's heptathlon,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,22,3,,2023-09-14T20:40:32Z,Sports Event
http://www.wikidata.org/entity/Q4588891,1993 World Championships in Athletics – women's heptathlon,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,34,4,,2023-09-14T20:40:26Z,Sports Event
http://www.wikidata.org/entity/Q3512005,football at the 1999 Island Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,14,6,,2024-07-29T01:54:36Z,Sports Event
http://www.wikidata.org/entity/Q3892621,volleyball at the 1987 Mediterranean Games – men's tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,8,1,,2024-08-23T22:37:51Z,Sports Event
http://www.wikidata.org/entity/Q3637159,beach volleyball at the 2011 Pan American Games – women's tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,32,3,,2023-11-20T09:50:48Z,Sports Event
http://www.wikidata.org/entity/Q4613715,2009 European Athletics Indoor Championships – men's heptathlon,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,15,2,,2023-09-14T20:40:16Z,Sports Event
http://www.wikidata.org/entity/Q3892556,volleyball at the 1991 Mediterranean Games – men's tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,8,1,,2024-08-23T22:44:21Z,Sports Event
http://www.wikidata.org/entity/Q4581307,1983 World Championships in Athletics – men's pole vault,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,27,6,,2023-05-28T22:56:02Z,Sports Event
http://www.wikidata.org/entity/Q3513176,football at the 1991 Island Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,8,5,,2024-07-29T01:34:48Z,Sports Event
http://www.wikidata.org/entity/Q3892477,volleyball at the 1991 Mediterranean Games – women's tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,7,1,,2024-07-16T14:01:19Z,Sports Event
http://www.wikidata.org/entity/Q3513536,football at the 1993 Island Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,8,5,,2024-07-29T01:47:06Z,Sports Event
http://www.wikidata.org/entity/Q3513544,men's football at the 2007 Island Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,11,5,,2024-07-29T02:01:37Z,Sports Event
http://www.wikidata.org/entity/Q3513470,men's football at the 2001 Island Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,12,6,,2024-07-29T01:55:30Z,Sports Event
http://www.wikidata.org/entity/Q3646423,2007 GDF Suez Grand Prix – singles,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,32,4,,2024-03-01T22:07:01Z,Sports Event
http://www.wikidata.org/entity/Q4605126,2005 World Championships in Athletics – women's heptathlon,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,27,8,,2023-12-04T14:02:33Z,Sports Event
http://www.wikidata.org/entity/Q3562859,women's volleyball at the 2006 Central American and Caribbean Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,8,2,,2024-07-16T08:42:37Z,Sports Event
http://www.wikidata.org/entity/Q3892583,volleyball at the 1959 Mediterranean Games – men's tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,3,1,,2024-07-16T15:35:18Z,Sports Event
http://www.wikidata.org/entity/Q4599276,2001 World Championships in Athletics – women's heptathlon,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,18,4,,2023-09-14T20:40:38Z,Sports Event
http://www.wikidata.org/entity/Q3513159,football at the 1997 Island Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,9,6,,2024-07-29T01:49:30Z,Sports Event
http://www.wikidata.org/entity/Q3892589,volleyball at the 1963 Pan American Games – men's tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,6,1,,2024-07-09T21:55:20Z,Sports Event
http://www.wikidata.org/entity/Q4581326,1983 World Championships in Athletics – women's heptathlon,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,26,6,,2023-09-14T20:40:19Z,Sports Event
http://www.wikidata.org/entity/Q2357858,men's football at the 2009 Island Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,16,6,,2023-11-10T05:07:43Z,Sports Event
http://www.wikidata.org/entity/Q3892231,basketball at the 2007 Pan American Games – women's tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,8,2,,2024-03-31T05:00:29Z,Sports Event
http://www.wikidata.org/entity/Q4599982,2002 European Athletics Indoor Championships – men's heptathlon,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,15,1,,2023-09-14T20:40:14Z,Sports Event
http://www.wikidata.org/entity/Q4623721,2011–12 HRV Cup,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,6,3,,2024-05-24T10:10:23Z,Sports Event
http://www.wikidata.org/entity/Q4595284,1999 World Championships in Athletics – women's heptathlon,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,22,4,,2023-09-14T20:40:32Z,Sports Event
http://www.wikidata.org/entity/Q2447878,2009 World Championships in Athletics – women's heptathlon,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,29,13,,2024-07-24T11:57:35Z,Sports Event
http://www.wikidata.org/entity/Q3991757,archery at the 2011 Pan American Games – men's team,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,27,5,,2023-11-20T09:51:55Z,Sports Event
http://www.wikidata.org/entity/Q3892591,volleyball at the 1983 Mediterranean Games – men's tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,8,1,,2024-08-23T22:37:29Z,Sports Event
http://www.wikidata.org/entity/Q3513507,football at the 2005 Island Games – men's tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,10,6,,2024-08-03T06:09:37Z,Sports Event
http://www.wikidata.org/entity/Q3991754,archery at the 2011 Pan American Games – women's team,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,30,5,,2023-11-20T09:51:54Z,Sports Event
http://www.wikidata.org/entity/Q3562885,volleyball at the 2011 Pan American Games – men's tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,8,5,,2024-07-15T13:38:13Z,Sports Event
http://www.wikidata.org/entity/Q4604226,2005 European Athletics Indoor Championships – men's heptathlon,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,15,1,,2023-09-14T20:40:15Z,Sports Event
http://www.wikidata.org/entity/Q3513081,men's football at the 2003 Island Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,15,5,,2024-07-29T01:57:45Z,Sports Event
http://www.wikidata.org/entity/Q3892586,volleyball at the 1963 Mediterranean Games – men's tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,3,1,,2024-07-16T15:35:09Z,Sports Event
http://www.wikidata.org/entity/Q4818140,women's football at the 2001 Island Games,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,7,5,,2023-11-10T05:35:45Z,Sports Event
http://www.wikidata.org/entity/Q4815349,athletics at the 2011 Pan American Games – men's 4 × 400 metres relay,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,41,3,,2023-11-20T09:53:48Z,Sports Event
http://www.wikidata.org/entity/Q4815357,athletics at the 2011 Pan American Games – men's long jump,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,22,3,,2023-11-20T09:53:52Z,Sports Event
http://www.wikidata.org/entity/Q4815377,athletics at the 2011 Pan American Games – women's 5000 metres,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,12,3,,2023-11-20T09:54:07Z,Sports Event
http://www.wikidata.org/entity/Q4815364,athletics at the 2011 Pan American Games – women's 100 metres,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,19,3,,2023-11-20T09:53:57Z,Sports Event
http://www.wikidata.org/entity/Q5033139,canoeing at the 2011 Pan American Games – men's K-2 1000 metres,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,16,3,,2023-11-20T09:55:34Z,Sports Event
http://www.wikidata.org/entity/Q4951932,boxing at the 2011 Pan American Games – light flyweight,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,9,2,,2023-11-20T09:55:05Z,Sports Event
http://www.wikidata.org/entity/Q4815351,athletics at the 2011 Pan American Games – men's 50 kilometres walk,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,16,3,,2023-11-20T09:53:49Z,Sports Event
http://www.wikidata.org/entity/Q4815386,athletics at the 2011 Pan American Games – women's pole vault,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,16,3,,2023-11-20T09:54:28Z,Sports Event
http://www.wikidata.org/entity/Q4815375,athletics at the 2011 Pan American Games – women's 4 × 100 metres relay,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,32,3,,2023-11-20T09:54:06Z,Sports Event
http://www.wikidata.org/entity/Q4815383,athletics at the 2011 Pan American Games – women's javelin throw,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,15,3,,2023-11-20T09:54:16Z,Sports Event
http://www.wikidata.org/entity/Q4815388,athletics at the 2011 Pan American Games – women's long jump,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,13,3,,2023-11-20T09:54:35Z,Sports Event
http://www.wikidata.org/entity/Q4951931,boxing at the 2011 Pan American Games – flyweight,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,10,2,,2023-11-20T09:55:04Z,Sports Event
http://www.wikidata.org/entity/Q4951930,boxing at the 2011 Pan American Games – heavyweight,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,9,2,,2023-11-20T09:55:04Z,Sports Event
http://www.wikidata.org/entity/Q4815374,athletics at the 2011 Pan American Games – women's 400 metres hurdles,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,13,3,,2023-11-20T09:54:05Z,Sports Event
http://www.wikidata.org/entity/Q4951942,boxing at the 2011 Pan American Games – women's flyweight,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,7,2,,2023-11-20T09:55:29Z,Sports Event
http://www.wikidata.org/entity/Q4815359,athletics at the 2011 Pan American Games – men's marathon,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,21,3,,2023-11-20T09:53:53Z,Sports Event
http://www.wikidata.org/entity/Q4815345,athletics at the 2011 Pan American Games – men's 400 metres,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,23,3,,2023-11-20T09:53:46Z,Sports Event
http://www.wikidata.org/entity/Q4815350,"athletics at the 2011 Pan American Games – men's 5,000 metres",Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,15,3,,2023-11-20T09:53:48Z,Sports Event
http://www.wikidata.org/entity/Q4815340,athletics at the 2011 Pan American Games – men's 110 metres hurdles,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,16,3,,2023-11-20T09:53:43Z,Sports Event
http://www.wikidata.org/entity/Q4815347,athletics at the 2011 Pan American Games – men's 4 × 100 metres relay,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,60,3,,2023-11-20T09:53:47Z,Sports Event
http://www.wikidata.org/entity/Q4951934,boxing at the 2011 Pan American Games – light heavyweight,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,6,2,,2023-11-20T09:55:05Z,Sports Event
http://www.wikidata.org/entity/Q4815344,athletics at the 2011 Pan American Games – men's 3000 metres steeplechase,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,13,3,,2023-11-20T09:53:45Z,Sports Event
http://www.wikidata.org/entity/Q4815387,athletics at the 2011 Pan American Games – women's shot put,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,10,3,,2023-11-20T09:54:29Z,Sports Event
http://www.wikidata.org/entity/Q4815358,athletics at the 2011 Pan American Games – men's javelin throw,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,15,4,,2023-11-20T09:53:52Z,Sports Event
http://www.wikidata.org/entity/Q4815366,athletics at the 2011 Pan American Games – women's 100 metres hurdles,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,14,3,,2023-11-20T09:53:58Z,Sports Event
http://www.wikidata.org/entity/Q4815368,athletics at the 2011 Pan American Games – women's 1500 metres,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,12,3,,2024-06-25T04:57:43Z,Sports Event
http://www.wikidata.org/entity/Q4815343,athletics at the 2011 Pan American Games – men's 20 kilometres walk,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,16,3,,2023-11-20T09:53:45Z,Sports Event
http://www.wikidata.org/entity/Q4951935,boxing at the 2011 Pan American Games – light welterweight,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,12,2,,2023-11-20T09:55:06Z,Sports Event
http://www.wikidata.org/entity/Q4815376,athletics at the 2011 Pan American Games – women's 4 × 400 metres relay,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,24,3,,2023-11-20T09:54:07Z,Sports Event
http://www.wikidata.org/entity/Q4815337,"athletics at the 2011 Pan American Games – men's 10,000 metres",Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,13,3,,2023-11-20T09:53:42Z,Sports Event
http://www.wikidata.org/entity/Q4815356,athletics at the 2011 Pan American Games – men's high jump,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,19,3,,2023-11-20T09:53:51Z,Sports Event
http://www.wikidata.org/entity/Q4815363,athletics at the 2011 Pan American Games – men's triple jump,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,10,3,,2023-12-19T12:36:38Z,Sports Event
http://www.wikidata.org/entity/Q4813896,water polo at the 2013 World Aquatics Championships – men's tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,16,11,,2024-07-01T21:10:17Z,Sports Event
http://www.wikidata.org/entity/Q4815365,"athletics at the 2011 Pan American Games – women's 10,000 metres",Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,8,3,,2023-11-20T09:53:58Z,Sports Event
http://www.wikidata.org/entity/Q4867726,basketball at the 2011 Island Games – men's tournament,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,11,2,,2024-07-18T18:57:38Z,Sports Event
http://www.wikidata.org/entity/Q5033134,canoeing at the 2011 Pan American Games – men's C-2 1000 metres,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,12,3,,2023-11-20T09:55:32Z,Sports Event
http://www.wikidata.org/entity/Q4815378,athletics at the 2011 Pan American Games – women's 800 metres,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,9,3,,2024-04-20T09:23:24Z,Sports Event
http://www.wikidata.org/entity/Q4815360,athletics at the 2011 Pan American Games – men's pole vault,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,12,3,,2023-11-20T09:53:53Z,Sports Event
http://www.wikidata.org/entity/Q4951941,boxing at the 2011 Pan American Games – welterweight,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,11,2,,2023-11-20T09:55:25Z,Sports Event
http://www.wikidata.org/entity/Q4815382,athletics at the 2011 Pan American Games – women's high jump,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,10,3,,2023-11-20T09:54:15Z,Sports Event
http://www.wikidata.org/entity/Q4815371,athletics at the 2011 Pan American Games – women's 3000 metres steeplechase,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,12,3,,2023-11-20T09:54:04Z,Sports Event
http://www.wikidata.org/entity/Q4815346,athletics at the 2011 Pan American Games – men's 400 metres hurdles,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,19,3,,2023-11-20T09:53:47Z,Sports Event
http://www.wikidata.org/entity/Q4951943,boxing at the 2011 Pan American Games – women's light heavyweight,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,7,2,,2023-11-20T09:55:30Z,Sports Event
http://www.wikidata.org/entity/Q4951928,boxing at the 2011 Pan American Games – bantamweight,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,10,2,,2023-11-20T09:55:03Z,Sports Event
http://www.wikidata.org/entity/Q4815372,athletics at the 2011 Pan American Games – women's 400 metres,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,14,3,,2023-11-20T09:54:05Z,Sports Event
http://www.wikidata.org/entity/Q5033133,canoeing at the 2011 Pan American Games – men's C-1 200 metres,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,10,3,,2023-11-20T09:55:32Z,Sports Event
http://www.wikidata.org/entity/Q4815385,athletics at the 2011 Pan American Games – women's marathon,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,20,3,,2023-11-20T09:54:18Z,Sports Event
http://www.wikidata.org/entity/Q4815341,athletics at the 2011 Pan American Games – men's 1500 metres,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,14,3,,2023-11-20T09:53:44Z,Sports Event
http://www.wikidata.org/entity/Q5033132,canoeing at the 2011 Pan American Games – men's C-1 1000 metres,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,9,3,,2023-11-20T09:55:31Z,Sports Event
http://www.wikidata.org/entity/Q4815354,athletics at the 2011 Pan American Games – men's discus throw,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,14,3,,2021-07-22T16:05:29Z,Sports Event
http://www.wikidata.org/entity/Q4815352,athletics at the 2011 Pan American Games – men's 800 metres,Sports,http://www.wikidata.org/prop/direct/P1132,http://www.wikidata.org/prop/direct/P1132,16,3,,2023-11-20T09:53:49Z,Sports Event
