entity,entityLabel,category,property,propertyLabel,value,currencyLabel,sitelinks,dateCreated,dateModified
http://www.wikidata.org/entity/Q108006,Speed,Entertainment,http://www.wikidata.org/prop/direct/P2142,http://www.wikidata.org/prop/direct/P2142,350448145,United States dollar,56,,2024-11-18T07:45:19Z
http://www.wikidata.org/entity/Q1138382,High Sierra,Entertainment,http://www.wikidata.org/prop/direct/P2142,http://www.wikidata.org/prop/direct/P2142,1489000,United States dollar,28,,2024-12-03T09:59:33Z
http://www.wikidata.org/entity/Q161687,Harry Potter and the Half-Blood Prince,Entertainment,http://www.wikidata.org/prop/direct/P2142,http://www.wikidata.org/prop/direct/P2142,933959197,United States dollar,87,,2024-12-03T08:17:34Z
http://www.wikidata.org/entity/Q181069,Star Wars: Episode II – Attack of the Clones,Entertainment,http://www.wikidata.org/prop/direct/P2142,http://www.wikidata.org/prop/direct/P2142,653779970,United States dollar,81,,2024-11-28T14:31:09Z
http://www.wikidata.org/entity/Q156608,The Bourne Supremacy,Entertainment,http://www.wikidata.org/prop/direct/P2142,http://www.wikidata.org/prop/direct/P2142,290633422,United States dollar,58,,2024-11-22T13:45:01Z
http://www.wikidata.org/entity/Q128518,Gladiator,Entertainment,http://www.wikidata.org/prop/direct/P2142,http://www.wikidata.org/prop/direct/P2142,460583960,United States dollar,107,,2024-12-05T00:45:45Z
http://www.wikidata.org/entity/Q867283,The Iron Giant,Entertainment,http://www.wikidata.org/prop/direct/P2142,http://www.wikidata.org/prop/direct/P2142,23335817,United States dollar,54,,2024-11-14T10:11:53Z
http://www.wikidata.org/entity/Q213208,The Fast and the Furious: Tokyo Drift,Entertainment,http://www.wikidata.org/prop/direct/P2142,http://www.wikidata.org/prop/direct/P2142,158964610,United States dollar,56,,2024-12-03T09:42:42Z
http://www.wikidata.org/entity/Q906283,Five Star Final,Entertainment,http://www.wikidata.org/prop/direct/P2142,http://www.wikidata.org/prop/direct/P2142,822000,United States dollar,17,,2024-11-18T07:46:24Z
http://www.wikidata.org/entity/Q193570,Sunset Boulevard,Entertainment,http://www.wikidata.org/prop/direct/P2142,http://www.wikidata.org/prop/direct/P2142,5000000,United States dollar,57,,2024-12-02T11:38:06Z
http://www.wikidata.org/entity/Q725946,The Bodyguard,Entertainment,http://www.wikidata.org/prop/direct/P2142,http://www.wikidata.org/prop/direct/P2142,411006740,United States dollar,43,,2024-11-22T10:55:50Z
http://www.wikidata.org/entity/Q182692,Apocalypse Now,Entertainment,http://www.wikidata.org/prop/direct/P2142,http://www.wikidata.org/prop/direct/P2142,92158064,United States dollar,79,,2024-12-01T12:01:51Z
http://www.wikidata.org/entity/Q174371,127 Hours,Entertainment,http://www.wikidata.org/prop/direct/P2142,http://www.wikidata.org/prop/direct/P2142,60000000,United States dollar,59,,2024-12-03T10:00:00Z
http://www.wikidata.org/entity/Q243983,Rise of the Planet of the Apes,Entertainment,http://www.wikidata.org/prop/direct/P2142,http://www.wikidata.org/prop/direct/P2142,481800873,United States dollar,55,,2024-11-18T11:09:30Z
http://www.wikidata.org/entity/Q190956,Amadeus,Entertainment,http://www.wikidata.org/prop/direct/P2142,http://www.wikidata.org/prop/direct/P2142,90000000,United States dollar,69,,2024-10-29T20:23:09Z
